Name,Size at Posting,Created,Type,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Thankful,Video Share Status,Post Views,Total Views,Total Views for all Crossposts,URL,Message,Link,Final Link,Link Text,Description,Sponsor Id,Sponsor Name,Score
"General Mourão, um herói Nacional",68435,2017-11-05 11:51:36 BRST,Link,117,218,30,0,4,68,4,33,0,,0,0,0,https://www.facebook.com/263968194110699/posts/282073605633491,A chapa do establishment.... http://ow.ly/S9We30gmwKz:=:https://www.papotv.com.br/posts/luciano-huck-pode-pintar-ao-lado-de-marina-silva-na-disputa-em-2018,http://ow.ly/S9We30gmwKz,https://www.papotv.com.br/posts/luciano-huck-pode-pintar-ao-lado-de-marina-silva-na-disputa-em-2018,Luciano Huck pode pintar ao lado de Marina Silva na disputa em 2018,"se o apresentador da Rede Globo, Luciano Huck, pudesse escolher...",,,1.4952681388012619
Amauri Teixeira,78352,2017-11-05 11:12:11 BRST,Link,55,13,13,0,4,12,0,1,0,,0,0,0,https://www.facebook.com/AmauriTeixeira13/posts/1114095162054337,,http://www.diariodocentrodomundo.com.br/essencial/marina-posta-frase-confusa-no-twitter-e-vira-alvo-de-gozacao/,,Marina posta frase confusa no Twitter e vira alvo de gozação,"Com o aparente objetivo de atacar os políticos, a presidenciável Marina Silva postou a seguinte frase no Twitter: “Chega de políticas de curto prazo para alongar o prazo dos políticos. Precis…",,,1.2727272727272727
Radar,207882,2017-11-05 11:00:00 BRST,Photo,171,303,71,8,10,294,11,161,0,,0,0,0,https://www.facebook.com/RadarVEJA/posts/1304098109694927,Luciano Huck sonha com Marina Silva para ser sua vice - https://wp.me/p7qnr3-9EDF,https://www.facebook.com/RadarVEJA/photos/a.125655690872514.19505.125393630898720/1304097999694938/?type=3,,,,,,10.608247422680412
MBM - Movimento Brasil Melhor,139225,2017-11-05 10:03:02 BRST,Link,29,68,3,7,3,7,0,7,0,,0,0,0,https://www.facebook.com/movimentbrasilmelhor/posts/1405622709561064,,http://midiabahia.com.br/cotidiano/2017/11/04/marina-silva-conversa-com-psb-para-reeditar-alianca-de-2014/,,Marina Silva conversa com PSB para reeditar aliança de 2014,"Ainda não declarada candidata à Presidência da República, Marina Silva, da Rede, conversou com a cúpula do PSB ao longo da semana com o objetivo de reedita",,,1.6533333333333333
O Antagonista,785881,2017-11-05 09:30:01 BRST,Link,627,319,66,2,34,100,58,134,0,,0,0,0,https://www.facebook.com/oantagonista/posts/804479949742915,Meu nome é...,https://www.oantagonista.com/brasil/bolsonaro-e-marina-poderao-ter-menos-tempo-de-tv-que-eneas/,,Bolsonaro e Marina poderão ter menos tempo de TV que Enéas - O Antagonista,"Projeção da Folha para o tempo de TV a ser distribuído entre os candidatos em 2018 mostra Marina Silva com 12,8 segundos e Jair Bolsonaro com 10 segundos em cada bloco – um à tarde e outro à noite, nas terças, quintas e sábados dos 37 dias que antecedem a votação do 1º turno, em 7 de outubro. Na cam...",,,-1.0007462686567163
Radarmaringa Frases Viral,919490,2017-11-05 09:00:00 BRST,Native Video,436,0,1,0,0,2,0,0,0,original,709,715,0,https://www.facebook.com/Radarmaringa2/posts/1860548303972824,"E você, votaria para quem se as eleições presidenciais fossem hoje ? Marina silva ou nosso querido Charizard ? Assista ao vídeo completo - https://goo.gl/tGopUc:=:https://www.youtube.com/watch?v=d_yPCwrCEKA&t=3s",https://www.facebook.com/Radarmaringa2/videos/1860548303972824/,,Entrevista Política - Pegadinha,,,,-1.2004555808656037
Brasil 247,890446,2017-11-05 08:15:00 BRST,Link,642,240,203,50,4,156,1,6,0,,0,0,0,https://www.facebook.com/Brasil247/posts/1797862873600045,Tempo semelhante ao que tinham Enéas,https://www.brasil247.com/pt/247/brasil/325786/Marina-e-Bolsonaro-ser%C3%A3o-nanicos-nas-elei%C3%A7%C3%B5es-de-2018.htm,,Marina e Bolsonaro serão nanicos nas eleições de 2018,"Disputando o segundo lugar nas pesquisas para o Planalto em 2018, Marina Silva (Rede) e Jair Bolsonaro (PSC) –que negocia ingresso no PEN– poderão ser nanicos em tempo de tevê; em 1989, projeção indica Marina com 12,8 segundos e Bolsonaro com 10 segundos em cada bloco –um à tarde e outro à noite, na...",,,1.9062957540263543
Tribuna do Agreste,49287,2017-11-05 07:22:20 BRST,Link,0,0,0,0,0,0,0,0,0,,0,0,0,https://www.facebook.com/tribunaagreste/posts/1246859988752425,Tribuna do Agreste - Marina e Bolsonaro serão nanicos nas eleições de 2018 como foi Enéias,http://www.tribunadoagreste.com.br/blog/marina-e-bolsonaro-serao-nanicos-nas-eleicoes-de-2018-como-foi-eneias/,,Tribuna do Agreste - O portal de Arapiraca e região,"Disputando o segundo lugar nas pesquisas para o Planalto em 2018, Marina Silva (Rede) e Jair Bolsonaro (PSC) –que negocia ingresso no PEN– poderão ser nanicos em tempo de tevê. Dificilmente os partidos de Marina e Bolsonaro conseguirão aliados de peso para apoiar suas respectivas candidaturas no pri...",,,-10.0
TV Poeira,110278,2017-11-04 21:46:22 BRST,Link,85,12,27,0,0,1,6,30,0,,0,0,0,https://www.facebook.com/tvpoeira/posts/1601471546562318,O direito ao ódio! #ÓdioMata,http://www.diariodocentrodomundo.com.br/tolerando-a-intolerancia-carmen-lucia-e-uma-versao-piorada-de-marina-silva-por-kiko-nogueira/,,Tolerando a intolerância: Cármen Lúcia é uma versão piorada de Marina Silva. Por Kiko Nogueira,"Cármen Lúcia é uma emanação de Marina Silva. Onde ela precisa ter pulso, não tem. Sua intervenção tímida, maternal, no barraco entre Barroso e Gilmar foi vergonhosa. O deboche com Dilma, quando a p…",,,-2.360248447204969
Amauri Teixeira,78342,2017-11-04 20:48:13 BRST,Link,64,5,16,0,3,0,4,7,0,,0,0,0,https://www.facebook.com/AmauriTeixeira13/posts/1113749535422233,Pode?,http://www.diariodocentrodomundo.com.br/tolerando-a-intolerancia-carmen-lucia-e-uma-versao-piorada-de-marina-silva-por-kiko-nogueira/,,Tolerando a intolerância: Cármen Lúcia é uma versão piorada de Marina Silva. Por Kiko Nogueira,"Cármen Lúcia é uma emanação de Marina Silva. Onde ela precisa ter pulso, não tem. Sua intervenção tímida, maternal, no barraco entre Barroso e Gilmar foi vergonhosa. O deboche com Dilma, quando a p…",,,1.2857142857142858
Diário do Centro do Mundo,302959,2017-11-04 19:56:16 BRST,Link,591,98,314,2,6,18,56,242,0,,0,0,0,https://www.facebook.com/diariodocentrodomundo/posts/1998605633685913,"Na decisão acaciana liberando o fascismo no Enem e atendendo a Escola Sem Partido, Cármen lembra que “não se combate a intolerância social com maior intolerância estatal”.",http://www.diariodocentrodomundo.com.br/tolerando-a-intolerancia-carmen-lucia-e-uma-versao-piorada-de-marina-silva-por-kiko-nogueira/,,Tolerando a intolerância: Cármen Lúcia é uma versão piorada de Marina Silva. Por Kiko Nogueira,"Cármen Lúcia é uma emanação de Marina Silva. Onde ela precisa ter pulso, não tem. Sua intervenção tímida, maternal, no barraco entre Barroso e Gilmar foi vergonhosa. O deboche com Dilma, quando a p…",,,2.175409836065574
Jornal Do PAÍS,12441,2017-11-04 19:55:57 BRST,Link,10,4,3,0,0,0,0,0,0,,0,0,0,https://www.facebook.com/jornaldopaisoficial/posts/789634994567446,,https://www.jornaldopais.com.br/forca-e-o-crescimento-eleitoral-de-jair-bolsonaro/,,A FORÇA E O CRESCIMENTO ELEITORAL DE JAIR BOLSONARO - Jornal do Pais,"Entenda por que o Deputado Jair Bolsonaro é um candidato muito mais forte do que as pesquisas fazem parecer e saiba o que esperar de sua candidatura. Jair Bolsonaro? Lula? Ciro Gomes? João Dória? Geraldo Alckmin? Luciano Huck? Marina Silva? Daqui a exatamente um ano, em novembro de 2018, saberemos q...",,,-1.9411764705882353
Juiz de Fora da Depressão,215971,2017-11-04 17:22:37 BRST,Status,280,1241,19,3,4,21,11,6,0,,0,0,0,https://www.facebook.com/JFDepressao/posts/1373049656139752,"#RT Enviado por Vanderlei SE A ELEIÇÃO FOSSE HOJE, EM QUEM VOCÊ VOTARIA PARA PRESIDENTE DO BRASIL ? 1 - Aécio Neves 2 - Álvaro Dias 3 - Ciro Gomes 4 - Cristovam Buarque 5 - Eymael PSDC 6 - Geraldo Alckmin 7 - Jair Bolsonaro 8 - João Dória 9 - Lula 10 - Marina Silva 11 - Michel Temer 12 - Rodrigo Maia 13 - Zé Maria PSTU 14 - Em nenhum deles (se desejar, cite em seu comentário qual seria o seu candidato) 15 - Vou votar em branco 16 - Vou anular meu voto 17 - Não pretendo ir votar",,,,,,,7.44131455399061
Servos de Deus,272003,2017-11-04 15:45:44 BRST,Link,2,11,0,0,0,0,0,0,0,,0,0,0,https://www.facebook.com/servosdedeusoficial/posts/799552776918759,Meu voto e marina e o seu ? Deixa sua opinião nos comentários !!,http://www.mundogospel.info/2017/11/03/segundo-a-pesquisa-do-datafolha-informa-que-evangelicos-estao-divididos-entre-votar-em-lula-marina-silva-ou-jair-bolsonaro/,,Mundo Gospel,Em quem vc vai votar nesta eleições ??,,,-2.5384615384615383
Evangelho Puro e Simples,178675,2017-11-04 15:45:33 BRST,Link,64,121,0,0,1,7,0,5,0,,0,0,0,https://www.facebook.com/puroesimples17/posts/868712369967142,Meu voto e marina e o seu ? Deixa sua opinião nos comentários !!,http://www.mundogospel.info/2017/11/03/segundo-a-pesquisa-do-datafolha-informa-que-evangelicos-estao-divididos-entre-votar-em-lula-marina-silva-ou-jair-bolsonaro/,,Mundo Gospel,Em quem vc vai votar nesta eleições ??,,,2.0412371134020617
"Deus, Eu e Você ღ",504875,2017-11-04 15:45:09 BRST,Link,29,41,0,0,0,2,1,0,0,,0,0,0,https://www.facebook.com/DeusEueVoceS/posts/1232613993549577,Meu voto e marina e o seu ? Deixa sua opinião nos comentários !!,http://www.mundogospel.info/2017/11/03/segundo-a-pesquisa-do-datafolha-informa-que-evangelicos-estao-divididos-entre-votar-em-lula-marina-silva-ou-jair-bolsonaro/,,Mundo Gospel,Em quem vc vai votar nesta eleições ??,,,1.46
Pr Claudio Duarte,473221,2017-11-04 15:44:46 BRST,Link,35,71,0,0,0,0,0,6,0,,0,0,0,https://www.facebook.com/PrClaudioDuarteLive/posts/225227258014487,Meu voto e marina e o seu ? Deixa sua opinião nos comentários !!,http://www.mundogospel.info/2017/11/03/segundo-a-pesquisa-do-datafolha-informa-que-evangelicos-estao-divididos-entre-votar-em-lula-marina-silva-ou-jair-bolsonaro/,,Mundo Gospel,Em quem vc vai votar nesta eleições ??,,,1.2727272727272727
Ciumentas do Brasil,710023,2017-11-04 15:44:22 BRST,Link,10,35,0,0,0,0,0,5,0,,0,0,0,https://www.facebook.com/ciumentasdobrasil/posts/1936976833230979,Meu voto e marina e o seu ? Deixa sua opinião nos comentários !!,http://www.mundogospel.info/2017/11/03/segundo-a-pesquisa-do-datafolha-informa-que-evangelicos-estao-divididos-entre-votar-em-lula-marina-silva-ou-jair-bolsonaro/,,Mundo Gospel,Em quem vc vai votar nesta eleições ??,,,-1.84
